41,444781
41,8763055
41,1644229
41,8763056
41,352
41,8763057
41,8763058
41,8763059
41,1960873
41,1434792
41,2789323
41,1386767
41,3567194
41,4804117
41,568508
41,8763060
41,248
41,6857128
41,8763061
41,1668566
41,2441722
41,8763062
41,1167798
41,8763063
41,5033469
41,8763064
41,385
41,672687
41,7428363
41,348
41,8763065
41,8763066
41,1676070
41,2957563
41,1581633
41,135
41,396
41,125251
41,1514164
41,3148407
41,124797
41,1748334
41,2520288
41,662377
41,4239145
41,206021
41,35266
41,258596
41,96001
41,2573
41,258680
41,258302
41,4237919
41,258713
41,3041748
41,2982493
41,7357943
41,3142562
41,8763067
41,6787324
41,1870442
41,1987465
41,388
41,8763068
41,391
41,2830413
41,8763069
41,8763070
41,8763071
41,906820
41,8763072
41,8763073
41,338
41,47916
41,4227318
41,376478
41,8763074
41,5466761
41,413
41,7255559
41,3100271
41,8763075
41,3930938
41,1939609
41,3239274
41,34936
41,672185
41,669464
41,423523
41,407
41,1374488
41,8735892
41,1942334
41,667555
41,8763076
41,411
41,1191413
41,344
41,1214119
41,1889699
41,443073
41,675087
41,88865
41,1349143
41,2811185
41,8763077
41,2525
41,1214207
41,410
41,2526857
41,669023
41,671415
41,7330073
41,252435
41,1164634
41,8763078
41,386
41,1978886
41,8763079
41,372
41,169
41,2442553
41,406838
41,1053663
41,654692
41,412
41,2129350
41,400
41,8763080
41,96
41,197338
41,528915
41,1938182
41,6569167
41,8763081
41,7559573
41,108722
41,8763082
41,23035
41,1559414
41,8763083
41,367
41,422
41,4668142
41,1438173
41,8763084
41,8763085
41,2112177
41,267
41,200
41,77
41,8763086
41,258
41,394
41,979970
41,1227069
41,8763087
41,725445
41,414
41,8763088
41,675045
41,1312950
41,8763089
41,384
41,393
41,252928
41,277
41,673333
41,392
41,346
41,8362192
41,226322
41,428415
41,36093
41,1882036
41,423
41,415
41,673663
41,1619109
41,47
41,8763090
41,35036
41,376
41,354
41,426
41,2276515
41,278
41,71
41,148
41,2899448
41,655991
41,368
41,8763091
41,206757
41,8763092
41,956284
41,311
41,34837
41,2341875
41,124967
41,133
41,56
41,387
41,8763093
41,168
41,210
41,1194402
41,129501
41,937231
41,668377
41,340
41,381
41,3228550
41,8763094
41,1194101
41,8763095
41,5715690
41,8763096
41,8763097
41,8763098
41,8763099
41,6905581
41,8763100
41,215
41,8763101
41,8763102
41,974116
41,7296033
41,297
41,401
41,8763103
41,8763104
41,239
41,8763105
41,8763106
41,8763107
41,8763108
41,8763109
41,8763110
41,8763111
41,8763112
41,8763113
41,7346805
41,1491208
41,8763114
41,8763115
41,174
41,8763116
41,8763117
41,8763118
41,8763119
41,8763120
41,8763121
41,8763122
41,8763123
41,8763124
41,979146
41,330
41,8763125
41,8763126
41,8763127
41,8763128
41,8763129
41,8763130
41,421
41,8763131
41,8763132
41,4853080
41,8763133
41,8763134
41,8763135
41,8763136
41,5783514
41,8763137
41,1189893
41,8763138
41,350
41,8763139
41,8763140
41,8763141
41,8763142
41,8763143
41,8763144
41,5772272
41,199
41,376397
41,8763145
41,8763146
41,399
41,672603
41,8684702
41,8466902
41,8763147
41,7362949
41,7523513
41,8763148
41,8763149
41,8763150
41,3094407
41,8763151
41,8763152
41,457320
41,444450
41,2277474
41,8763153
41,417
41,1891532
41,296733
41,8763154
41,8763155
41,376372
41,8763156
41,8763157
41,8763158
41,8763159
41,1945093
41,8763160
41,3168276
41,428
41,8763161
41,1970668
41,3150784
41,672189
41,376414
41,1890949
41,289765
41,670203
41,8763162
41,418
41,8763163
41,7174462
41,662029
41,1389073
41,427
41,8763164
41,8763165
41,895145
41,390
41,59802
41,456986
41,895515
41,8763166
41,2497768
41,977281
41,2102550
41,206025
41,675117
41,1938145
41,8763167
41,617130
41,8763168
41,895151
41,8763169
41,141
41,99000
41,249
41,1615150
41,590021
41,1302631
41,439
41,369
41,2097059
41,8763170
41,1902811
41,2068978
41,8348216
41,274
41,214723
41,8763171
41,438
41,2072182
41,672372
41,1278731
41,231
41,1278607
41,5596744
41,5410813
41,3148370
41,989647
41,8763172
41,20016
41,4557489
41,440
41,8763173
41,1701457
41,8763174
41,733070
41,1043592
41,8426414
41,1706430
41,665378
41,2395719
41,476
41,464
41,463
41,460
41,446
41,443
41,5496117
41,204
41,8763175
41,85686
41,214738
41,8763176
41,85844
41,2057162
41,669680
41,8763177
41,137808
41,1072365
41,8763178
41,895835
41,8763179
41,388557
41,2097164
41,471
41,1083633
41,2081798
41,2791561
41,2335666
41,433
41,288
41,219352
41,546904
41,2792464
41,445
41,122526
41,537520
41,441
41,668102
41,572
41,455
41,1702556
41,1006575
41,375604
41,46061
41,251
41,448
41,432
41,32281
41,370
41,450
41,472
41,112538
41,8763180
41,467
41,349
41,975194
41,322
41,469
41,668146
41,226794
41,434
41,8763181
41,470
41,675134
41,5664941
41,8763182
41,720462
41,465
41,462
41,1643033
41,458
41,457
41,672634
41,660662
41,140074
41,220648
41,2441615
41,712152
41,4010383
41,4374996
41,468
41,2346806
41,2901220
41,8763183
41,617182
41,8763184
41,8763185
41,1302628
41,207466
41,1290390
41,477
41,1725479
41,8763186
41,6078144
41,1874458
41,1221611
41,2764215
41,457508
41,8763187
41,1454170
